,salary_1-3_years,salary_0_years
532,33500.0,45000.0
533,60000.0,60000.0
534,60000.0,40000.0
535,40000.0,115000.0
536,55000.0,6180.0
537,120000.0,50500.0
538,65000.0,76000.0
539,75000.0,50000.0
540,1300.0,40000.0
541,40000.0,36500.0
542,51950.0,11863.0
543,61500.0,40000.0
544,58500.0,32500.0
545,35000.0,750.0
546,90000.0,35000.0
547,60000.0,23400.0
548,34450.0,77500.0
549,35000.0,24300.0
550,80000.0,22500.0
551,80000.0,50000.0
552,22000.0,105000.0
553,57500.0,14100.0
554,70000.0,37800.0
555,115000.0,30043.0
556,30000.0,50000.0
557,62500.0,61409.0
558,30000.0,67500.0
559,70000.0,20000.0
560,40000.0,67500.0
561,52500.0,27000.0
562,60000.0,120000.0
563,86500.0,30000.0
564,52500.0,45000.0
565,2000.0,105000.0
566,80000.0,30000.0
567,45000.0,15000.0
568,28025.0,750.0
569,50500.0,2053.0
570,40000.0,30000.0
571,61000.0,80000.0
572,150000.0,90000.0
573,23000.0,50000.0
574,62500.0,33000.0
575,30000.0,11350.0
576,41000.0,92500.0
577,50000.0,70000.0
578,40000.0,20000.0
579,100000.0,7900.0
580,20135.0,60000.0
581,55500.0,130000.0
582,39000.0,65000.0
583,16242.0,20000.0
584,32500.0,18754.0
585,16650.0,112000.0
586,52880.0,22500.0
587,80000.0,15000.0
588,70000.0,47500.0
589,22000.0,36200.0
590,45000.0,54422.0
591,32312.0,40000.0
592,37500.0,85000.0
593,70000.0,70000.0
594,60000.0,37200.0
595,140000.0,112000.0
596,53000.0,106000.0
597,32000.0,40000.0
598,70000.0,70000.0
599,30000.0,35000.0
600,60000.0,40000.0
601,80000.0,35000.0
602,66600.0,46300.0
603,90000.0,67500.0
604,20000.0,37000.0
605,50000.0,42500.0
606,100000.0,77500.0
607,50000.0,46000.0
608,40000.0,45000.0
609,25000.0,21600.0
610,35000.0,65000.0
611,60000.0,40000.0
612,60000.0,28500.0
613,70000.0,55000.0
614,21487.0,105000.0
615,115000.0,2500.0
616,58000.0,52500.0
617,85000.0,21250.0
618,60000.0,32500.0
619,40000.0,27500.0
620,30000.0,43000.0
621,37000.0,37500.0
622,75000.0,50000.0
623,110000.0,31250.0
624,45000.0,60000.0
625,7600.0,37000.0
626,80000.0,32500.0
627,80000.0,45100.0
628,30000.0,25000.0
629,120000.0,65000.0
630,47000.0,120000.0
631,65000.0,30000.0
632,75000.0,10500.0
633,85500.0,58640.0
634,100000.0,87500.0
635,25000.0,35000.0
636,45000.0,55000.0
637,40200.0,58000.0
638,30000.0,50000.0
639,65000.0,14150.0
640,87500.0,54422.0
641,92500.0,29700.0
642,62070.0,30000.0
643,33000.0,37000.0
644,70000.0,34250.0
645,35000.0,55000.0
646,25000.0,10300.0
647,7600.0,36000.0
648,30000.0,60000.0
649,74400.0,70000.0
650,95000.0,52500.0
651,50000.0,35000.0
652,50000.0,30000.0
653,50000.0,5120.0
654,75000.0,106000.0
655,57500.0,27500.0
656,75000.0,40000.0
657,150000.0,40000.0
658,30000.0,5800.0
659,30000.0,33300.0
660,70000.0,29300.0
661,80000.0,50000.0
662,50000.0,100000.0
663,100000.0,121000.0
664,30000.0,92500.0
665,70000.0,40000.0
666,150000.0,40000.0
667,40000.0,32450.0
668,72500.0,42500.0
669,35000.0,22500.0
670,68400.0,40000.0
671,150000.0,35000.0
672,40000.0,40605.0
673,32500.0,26000.0
674,66100.0,17570.0
675,46000.0,37500.0
676,50000.0,25590.0
677,50000.0,17000.0
678,42000.0,100000.0
679,110000.0,25000.0
680,45000.0,22500.0
681,105000.0,32000.0
682,90000.0,16242.0
683,32700.0,34500.0
684,90000.0,40000.0
685,70000.0,60000.0
686,45000.0,30000.0
687,45000.0,39000.0
688,32500.0,75000.0
689,50000.0,19000.0
690,50000.0,85000.0
691,60000.0,17690.0
692,75000.0,16242.0
693,30000.0,50000.0
694,50000.0,25000.0
695,60000.0,25000.0
696,145000.0,28500.0
697,50000.0,40000.0
698,70000.0,40000.0
699,30000.0,27470.0
700,52500.0,57600.0
701,110000.0,39000.0
702,100000.0,55000.0
703,20503.0,90000.0
704,2500.0,29300.0
705,90000.0,125000.0
706,140000.0,41500.0
707,8100.0,37500.0
708,90000.0,70000.0
709,35500.0,45000.0
710,55000.0,39400.0
711,1750.0,150000.0
712,25000.0,37000.0
713,61000.0,115000.0
714,43000.0,22400.0
715,80000.0,25000.0
716,35000.0,45000.0
717,30000.0,90500.0
718,50000.0,121000.0
719,24000.0,1100.0
720,105000.0,58000.0
721,37500.0,40000.0
722,70000.0,18679.0
723,30000.0,35680.0
724,40000.0,37500.0
725,40000.0,18679.0
726,100000.0,20000.0
727,52500.0,50000.0
728,2200.0,36824.0
729,65000.0,37500.0
730,60000.0,30000.0
731,57500.0,30000.0
732,80000.0,40000.0
733,45000.0,41070.0
734,82500.0,28000.0
735,120000.0,18000.0
736,55000.0,31657.0
737,65000.0,18121.0
738,65000.0,25010.5
739,50000.0,18121.0
740,35000.0,45000.0
741,62500.0,8130.0
742,40000.0,32500.0
743,40000.0,5850.0
744,70000.0,3000.0
745,27500.0,27500.0
746,30000.0,50000.0
747,50000.0,39500.0
748,62500.0,40000.0
749,70000.0,30440.0
750,60000.0,55000.0
751,15000.0,40000.0
752,100000.0,37500.0
753,50000.0,5626.0
754,60000.0,55000.0
755,70000.0,7300.0
756,90000.0,29700.0
757,120000.0,125000.0
758,55000.0,29000.0
759,65000.0,1680.0
760,55000.0,60000.0
761,40000.0,60000.0
762,19300.0,140000.0
763,45000.0,25000.0
764,100000.0,121500.0
765,115000.0,6500.0
766,77500.0,45000.0
767,83300.0,110000.0
768,34000.0,53850.0
769,18121.0,57500.0
770,25988.0,400.0
771,37070.0,92500.0
772,18575.0,29000.0
773,36150.0,25000.0
774,27655.0,29250.0
775,57996.0,121000.0
776,37500.0,42770.0
777,80000.0,45000.0
778,50586.0,45000.0
779,18678.0,50000.0
780,35000.0,75000.0
781,70000.0,2900.0
782,40000.0,21600.0
783,24500.0,47500.0
784,47500.0,28700.0
785,32500.0,52500.0
786,21000.0,46000.0
787,77500.0,89000.0
788,20000.0,55000.0
789,115000.0,46300.0
790,50000.0,50000.0
791,70000.0,7500.0
792,60000.0,40000.0
793,70000.0,50000.0
794,27500.0,8300.0
795,44000.0,84000.0
796,80000.0,35000.0
797,42425.0,40000.0
798,80000.0,78000.0
799,18100.0,38200.0
800,34125.0,50000.0
801,22651.5,21600.0
802,24000.0,92500.0
803,60000.0,75000.0
804,51000.0,27000.0
805,50400.0,2250.0
806,106213.5,1050.0
807,135000.0,19000.0
808,28800.0,4250.0
809,60000.0,75000.0
810,24750.0,36930.0
811,35750.0,30000.0
812,55000.0,57500.0
813,65000.0,57500.0
814,92500.0,55000.0
815,131440.0,100000.0
816,26000.0,50450.0
817,43600.0,14000.0
818,40000.0,15000.0
819,34500.0,60000.0
820,25000.0,91200.0
821,35160.0,20000.0
822,40000.0,10500.0
823,60000.0,14000.0
824,30000.0,28000.0
825,42500.0,30000.0
826,40000.0,121000.0
827,90000.0,65000.0
828,100000.0,38500.0
829,70000.0,48500.0
830,30000.0,35000.0
831,97500.0,500.0
832,25000.0,30000.0
833,85000.0,106000.0
834,43000.0,51000.0
835,60000.0,27500.0
836,42000.0,33600.0
837,67500.0,50000.0
838,70000.0,90000.0
839,32000.0,35000.0
840,50000.0,42000.0
841,90000.0,120000.0
842,1500.0,50000.0
843,70000.0,25000.0
844,44200.0,80000.0
845,70000.0,120000.0
846,35000.0,57500.0
847,70000.0,50000.0
848,32500.0,55000.0
849,95000.0,1295.0
850,120000.0,35000.0
851,80000.0,70000.0
852,45000.0,52500.0
853,3312.0,12250.0
854,80000.0,70000.0
855,32500.0,22800.0
856,49489.0,28000.0
857,25000.0,35000.0
858,48750.0,28000.0
859,75000.0,43240.0
860,136000.0,25000.0
861,1400.0,19300.0
862,65000.0,75000.0
863,50000.0,55000.0
864,40000.0,28700.0
865,1500.0,47250.0
866,35000.0,36800.0
867,140000.0,70000.0
868,45000.0,82500.0
869,50000.0,20000.0
870,135000.0,8700.0
871,60000.0,47250.0
872,100000.0,36950.0
873,55000.0,50000.0
874,65000.0,65000.0
875,30000.0,20000.0
876,90000.0,30000.0
877,25000.0,150000.0
878,67500.0,28500.0
879,125000.0,30000.0
880,37500.0,50000.0
881,50000.0,34671.0
882,62068.0,5800.0
883,80000.0,56100.0
884,85000.0,37000.0
885,60000.0,45000.0
886,20000.0,7200.0
887,71352.0,45000.0
888,115000.0,60000.0
889,1450.0,19311.0
890,78000.0,20000.0
891,55200.0,33000.0
892,45490.0,32680.0
893,42500.0,70000.0
894,61800.0,1100.0
895,37500.0,42500.0
896,60000.0,500.0
897,20000.0,55000.0
898,95000.0,49000.0
899,60000.0,900.0
900,16500.0,950.0
901,125000.0,130000.0
902,50000.0,30000.0
903,20445.0,70000.0
904,100000.0,12000.0
905,50000.0,50000.0
906,50000.0,67500.0
907,75000.0,47000.0
908,82000.0,24000.0
909,500.0,36000.0
910,53250.0,45000.0
911,45000.0,50000.0
912,15750.0,22500.0
913,40000.0,34000.0
914,130000.0,7000.0
915,55000.0,9500.0
916,65000.0,42771.0
917,80000.0,70000.0
918,40000.0,72500.0
919,70000.0,29750.0
920,27500.0,42000.0
921,1000.0,55000.0
922,27500.0,34400.0
923,100000.0,72500.0
924,20621.0,105000.0
925,45000.0,33000.0
926,100000.0,45000.0
927,56525.0,65000.0
928,150000.0,29250.0
929,50000.0,72500.0
930,105000.0,53000.0
931,111000.0,45000.0
932,110000.0,24300.0
933,60000.0,30400.0
934,61960.0,75500.0
935,36500.0,120000.0
936,60000.0,114400.0
937,65000.0,50000.0
938,100000.0,40000.0
939,54000.0,4150.0
940,45000.0,40000.0
941,40000.0,108500.0
942,100000.0,21810.0
943,45000.0,42500.0
944,22000.0,30000.0
945,120000.0,25000.0
946,60000.0,22500.0
947,60000.0,40000.0
948,70000.0,32900.0
949,100000.0,87500.0
950,90000.0,30000.0
951,60000.0,50000.0
952,80000.0,90000.0
953,80000.0,130000.0
954,90000.0,120000.0
955,100000.0,50000.0
956,34500.0,31320.0
957,90000.0,45000.0
958,30000.0,77500.0
959,69000.0,75500.0
960,80000.0,100000.0
961,100000.0,40000.0
962,90000.0,50000.0
963,18900.0,8000.0
964,40000.0,106000.0
965,85000.0,5000.0
966,50000.0,35000.0
967,50000.0,40000.0
968,30000.0,37000.0
969,40000.0,750.0
970,65000.0,46000.0
971,56000.0,8800.0
972,60000.0,50000.0
973,45000.0,1390.0
974,75000.0,65000.0
975,57500.0,72500.0
976,90000.0,1350.0
977,70000.0,5200.0
978,105000.0,26900.0
979,35000.0,7500.0
980,90000.0,30000.0
981,1750.0,27000.0
982,51800.0,25000.0
983,40000.0,37500.0
984,62500.0,28200.0
985,81500.0,60000.0
986,16500.0,30000.0
987,65000.0,16242.0
988,50000.0,40000.0
989,60000.0,21114.0
990,65000.0,25557.5
991,60000.0,37000.0
992,70000.0,18679.0
993,45000.0,14515.0
994,40000.0,16242.0
995,90000.0,27500.0
996,40000.0,28000.0
997,31500.0,25334.0
998,54000.0,27000.0
999,40000.0,100000.0
1000,60000.0,44000.0
1001,45000.0,19565.0
1002,47500.0,33750.0
1003,85000.0,30000.0
1004,35000.0,30000.0
1005,45300.0,60000.0
1006,50000.0,30000.0
1007,800.0,23700.0
1008,150000.0,59000.0
1009,46000.0,25000.0
1010,43000.0,21500.0
1011,16600.0,31000.0
1012,31500.0,20000.0
1013,35000.0,92500.0
1014,85000.0,59500.0
1015,62500.0,35000.0
1016,52500.0,32000.0
1017,65000.0,47500.0
1018,80000.0,70000.0
1019,97500.0,100000.0
1020,35000.0,30000.0
1021,65720.0,35000.0
1022,35000.0,65000.0
1023,64500.0,8800.0
1024,30000.0,47900.0
1025,55000.0,40800.0
1026,75000.0,40000.0
1027,45000.0,35000.0
1028,50000.0,65000.0
1029,60000.0,32500.0
1030,40000.0,102500.0
1031,5040.0,37500.0
1032,67500.0,22000.0
1033,93475.0,31400.0
1034,59500.0,7700.0
1035,40000.0,91200.0
1036,50000.0,89999.5
1037,50000.0,31000.0
1038,35000.0,21600.0
1039,67500.0,35000.0
1040,60000.0,65000.0
1041,65000.0,39500.0
1042,47500.0,50000.0
1043,100000.0,22000.0
1044,77500.0,100000.0
1045,60000.0,27000.0
1046,80000.0,76000.0
1047,47500.0,67200.0
1048,45000.0,13940.0
1049,70000.0,24600.0
1050,22500.0,100000.0
1051,40000.0,26000.0
1052,35000.0,50000.0
1053,55000.0,99500.0
1054,90000.0,80000.0
1055,50000.0,57000.0
1056,14000.0,52500.0
1057,70000.0,60000.0
1058,106500.0,45000.0
1059,100000.0,19000.0
1060,57000.0,92500.0
1061,50000.0,105999.5
1062,35000.0,30000.0
1063,500.0,43500.0
1064,80000.0,50000.0
1065,70000.0,53399.0
1066,37500.0,5000.0
1067,50000.0,40000.0
1068,1000.0,16242.0
1069,60000.0,35733.0
1070,50000.0,16242.0
1071,42500.0,18679.0
1072,30000.0,16242.0
1073,45000.0,17490.0
1074,65000.0,50000.0
1075,57500.0,17121.0
1076,38000.0,17690.0
1077,50000.0,36000.0
1078,85000.0,25000.0
1079,30000.0,55000.0
1080,80000.0,32500.0
1081,64500.0,29500.0
1082,30000.0,32000.0
1083,50000.0,23000.0
1084,70000.0,22233.0
1085,40000.0,13500.0
1086,40000.0,17500.0
1087,65000.0,30000.0
1088,70000.0,117300.0
1089,40000.0,5750.0
1090,115000.0,52500.0
1091,52500.0,40000.0
1092,45100.0,35000.0
1093,20000.0,30000.0
1094,33000.0,95000.0
1095,45000.0,45000.0
1096,44200.0,55000.0
1097,55000.0,12500.0
1098,50000.0,72500.0
1099,42500.0,640.0
1100,45000.0,60000.0
1101,70000.0,65000.0
1102,50000.0,13108.0
1103,85000.0,70000.0
1104,60000.0,43080.0
1105,90000.0,40000.0
1106,67500.0,6400.0
1107,28000.0,36000.0
1108,35000.0,50000.0
1109,17300.0,40000.0
1110,16400.0,27500.0
1111,85000.0,100000.0
1112,46450.0,22000.0
1113,42000.0,28400.0
1114,40000.0,43000.0
1115,48000.0,34000.0
1116,37000.0,80000.0
1117,60000.0,50000.0
1118,55000.0,96000.0
1119,140000.0,21600.0
1120,12458.0,122100.0
1121,34000.0,25000.0
1122,60000.0,108500.0
1123,28400.0,35000.0
1124,20000.0,47500.0
1125,30000.0,40000.0
1126,125000.0,27500.0
1127,24750.0,50000.0
1128,26000.0,50000.0
1129,60000.0,500.0
1130,54603.0,35000.0
1131,68250.0,24750.0
1132,98000.0,15000.0
1133,30489.0,28500.0
1134,100000.0,24700.0
1135,120000.0,60000.0
1136,86500.0,50000.0
1137,27150.5,20000.0
1138,23200.0,60000.0
1139,23000.0,33000.0
1140,38120.0,84500.0
1141,36950.0,50000.0
1142,35000.0,35000.0
1143,132500.0,30000.0
1144,60000.0,42529.0
1145,40500.0,21600.0
1146,40000.0,8400.0
1147,10900.0,21850.0
1148,40000.0,30000.0
1149,36500.0,28160.0
1150,80000.0,32000.0
1151,80000.0,85000.0
1152,30000.0,37500.0
